,x,y
6225,so many wires to sort out,noemo
6226,just dropped my sistah off @ lax. #fb,anger
6227,the chicken noodle soup i made for lunch to feel better just burned my tongue . . .not a good day.,surprise
6228,sitting on the decking reading psychology notes with my ipod and my dog. it's far too warm,fear
6229,murray just got broken,sadness
6230,gogowww how come we can't have deals like that from houston?,surprise
6231,<user> reeeaaaally... why though?? ew i hate stockings,anger
6232,"<user> did you go? was it good, i was in center parcs who else went!? xxxxxxx",fear
6233,unc budget cuts may rise to 18% <url>,fear
6234,"is enjoying a yummy salad, but missing her avocado that's what happens when your husband does the grocery shop.",sadness
6235,really want to go to the nets,love
6236,"[stapler haiku] whar a night! woo hoo! yeah! / a beautiful night to party! / oops, i'm a stapler...",joy
6237,missing <user> lol. plaid bud. haha. damn i can't do the bg right.,joy
6238,ram upgrade=done! ff still slow so disabling all add-ons not sure which ones will make the cut to be honest. it's like sophie's choice!,noemo
6239,has not finished the bio mols mind map stupid sheet hid sections from me on the back!,anger
6240,i killed my dill plant again. why does this happen with dill? it is doing great then suddenly it's dead. <url>,fear
6241,aaaaaaaaaaa mcfly,anger
6242,so booooored i learned this though! ????????,anger
6243,time for work!,joy
6244,"traded her ipod for my brother`s cellphone. my phone died, e",fear
6245,it's 82 degrees and gorgeous out.. and i'm stuck in the library because i have a midterm in 2 hours.. so lame!!,fear
6246,<user> ur linky no worky,sadness
6247,sad to be leaving so soon,fear
6248,i feel like shit cause i couldnt sleep last night and went to sleep at 320 n bk up at 6 soooo tired!!!,fear
6249,<user> please don't forget french fans ! we are here !,noemo
6250,"<user> well, i took it in early '00, graduated in '01. we were the final stage guinea pigs it seriously is a waste of time.",fear
6251,worst day ever. and its only noon.,anger
6252,i didn't get the job but i will keep applying to other school.....i do want to teach!!!,noemo
6253,listening through the mendeed discog once again. i still think their disbanding is a loss. #metal,sadness
6254,i've not had a reply on my topic yet lolz welll its not somethin you could reply too but yanno ;),noemo
6255,my friends are mocking my weekend! <user> have they been talking to you?,sadness
6256,i want a ghd straightener but the shipping costs 50 pounds? no deal!,anger
6257,fuck awake at 2 am ! i hate sickness,fear
6258,i can't seem to access restuarant city due to some internet / javascript problem...,noemo
6259,pulled in all directions and not knowing where to go,fear
6260,having real bad headache..,fear
6261,<user> why?,fear
6262,fuccin bacc hurts now. just dragged the long blocc on a piece of wood. from the corner to in my garage.,fear
6263,<user> hope the presentation went well today?! tweet me if yr on campus tomorrow - i'll be around from lunch time onwards,fear
6264,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all i can think about is bacon,sadness
6265,cleaning,noemo
6266,"<user> i've been waiting about the same time to get in, its whenever they feel like it...",anger
6267,son of a bitch...my media thing that streams music from home isn't working again why can't itunes play music from my iphone,anger
6268,<user> oh no! hope it's not as bad as it sounds!,fear
6269,<user> i want to gooo,noemo
6270,<user> too bad.,sadness
6271,just found out my abuelo in aguadilla is not doing well,fear
6272,<user> do a tour in the philippines sometime. a lot of fans here would really love that!,love
6273,<user> hey love whats up! my voice is shot whats new with you,love
6274,trying to get this swimmer's ear to go away!!,fear
6275,i'm under 100 followers again gosh darn. good mood atm. might have a bbq later. heat waaaave &lt;3,joy
6276,<user> rip michael,sadness
6277,exams are kinda near. just a week more. 2 projects yet to be submitted and almost failing in one of the subjects. may allah save me,fear
6278,<user> its not a starfleet one its not even a romulin one its like the random one i dont remember ha. and you cant wear it! lame,anger
6279,omg im in such a bad mood 2day wats ppl doin2nite?,fear
6280,straighening my hair and its not going as straight as i want it to be what a bummerrr for me,joy
6281,<user> i don't feel like having to reboot if only osx supported hibernate &amp; reboot in bootcamp... -.-,joy
6282,i dont think he's ganna text me.,surprise
6283,last school day tomorrow! it was the funnest day ever. but also really sad righ ow i'm getting ready to go to moab with phil!!!,fear
6284,oww. can't even describe how much my back hurts. going to have to go to the stupid doctor.,sadness
6285,<user> i always miss out! i wont be able to commence in the foolishness til' the fall but come fall i'll be visiting!! yay!!,sadness
6286,"dreaming of bacon waffles, with fresh butter and maple syrup and brewed coffee...",noemo
6287,"&quot;hi im jonathan from spotify, 4 just 9.99 a month u cn have unlimited music w/ no interuptions&quot; but i luv r little chats j, dont leave me",noemo
6288,"my poor heather, she didnt make the cheerleading squad. im sorry babygirl. maybe next year",surprise
6289,aaaaahhhh.... friday!!!! but....... funeral at 5,sadness
6290,<user> lol... i've been in bk for over a year... going on 2 and u haven't come yet!!!,anger
6291,"i told andrew that jt is going to cameo @ mtv movie awards. he said, &quot;he's pissing me off.&quot; guess they're in a fight",anger
6292,<user> hope you have a better weekend then..,love
6293,"<user> oi, i ran into the problem too not a good fix, but there's an app in utilities called &quot;grab&quot; that works good enough...",fear
6294,sun has been making me happy =] shame about work tonight x,sadness
6295,on the way back to dublin omg didnt hit the bed until 530 so i am so sleepy but once again on the road back to good ole dublin :-p ...,surprise
6296,<user> u were doing good with the replys now u fallin off sad face,fear
6297,going home but will be back! after i get groceries and stuff,noemo
6298,<user> i feel your pain. mine is the same way,sadness
6299,<user> while im stuck inside in elk grove village working all day someone should enjoy it!,joy
6300,acabou!!!,noemo
6301,<user> its so sad! i wish i could stay longer! it the last time ill see you tonight better not wear my make up!,fear
6302,sad day in the office. glad it's friday. like to get away from this for a while. poor co-worker just lost her son.,sadness
6303,<user> and the other variable types that we have are not going to be any helpful here! what is the margin of error here?,love
6304,"frustrating when u r in the mood, but your partner is at work. ugh!",anger
6305,ugh! i have got to stop biting my nails grrrrr,fear
6306,wishes she had a pool,sadness
6307,at the redi med. getting checked for strep throat.,fear
6308,"<user> <user> broken little toe? vai the doctor! hoje vocï¿½ vai na 89fm, quero vï¿½-lo atravï¿½s da internet. got to see it",noemo
6309,found six great vegan places to eat and relax at; four of which i can't get to without a car,joy
6310,soooo not feeling well and i need to get out of bed,sadness
6311,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",sadness
6312,i'm soooo tired i have to study for all of my subjects ..... history is gonna be so hard!!!! &gt;.&lt; help me!,fear
6313,"ok, my boo-boo: daddy took his dental bridge-front tooth- out and forgot it on the table. uh-oh, shiney plastic for me to chew! i sawwy",surprise
6314,in the university with hungry!!,joy
6315,its seriously quiet and lonely here without bunny,noemo
6316,<user> oh plzzzzz u never had time for me!!!,fear
6317,fml. i hate css so bad. i can't find an lj layout that has everything i want.,fear
6318,in class sick and hungry,fear
6319,"<user> ....what did she ever do to piss them off? i thought you just meant casting-related wank, not more of that crap.",anger
6320,<user> omg what posts were deleted? so annoyed i can't go on forum at work!,fear
6321,last friday of highschool...that's intense! one more test to go...economics. ewww man!,anger
6322,<user> crap. now you have to cover the whole purse with those so it looks like a pattern.,joy
6323,i got a replacement phone and now all my text messages and call history are gone. i am sad.,fear
6324,<user> nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant xx,sadness
6325,"<user> it happened to me the other day (customer asked me to ship to her work address), i sent her another one",noemo
6326,<user> not even better than kapsel cha dy nulis notes? spertinya gw ga ditag cuz g ada notificationnya... huhu.,surprise
6327,<user> no i kind of miss my first main. male tauren shaman named icewater stuck at 61. maybe i'll fetch him one day.,fear
6328,<user> that's right... kick me when i'm down.,sadness
6329,<user> good morning! it's been a while since i've &quot;talked&quot; to you - keep up the awesome tweets.,noemo
6330,ugh i hate not having my car!! i miss you my little ford focus!!!,anger
6331,<user> can't do tonight - could kill a pint though. another day...,fear
6332,decaf isn't cutting it right now. ? <url>,fear
6333,<user> hmmm really??? that's weird idk about that one sowwy,sadness
